FID,REPORTDATE,BLOCKADD,OFFENSE
23128,2010-10-25 00:00:00,900 Block Pearl St,Sex Assault
23129,2010-10-25 00:00:00,2800 Block Kalmia Ave,Theft From Vehicle
23130,2012-10-23 00:00:00,1600 Block Arapahoe Ave,Trespassing
23131,2010-10-25 00:00:00,5000 Block Butte St,Incident
23132,2010-10-25 00:00:00,1600 Block Walnut St,Vandalism
23133,2012-04-16 00:00:00,2900 Block Marine St,Theft From Vehicle
23134,2010-10-22 00:00:00,700 Block 35th St,Burglary
23135,2010-10-25 00:00:00,3700 Block Martin Dr,Vandalism
23136,2010-10-25 00:00:00,3900 Block Table Mesa Dr,Vandalism
23137,2010-10-25 00:00:00,1600 Block Arapahoe Ave,Vandalism
23138,2010-10-27 00:00:00,4700 Block 6th St,Auto Theft
23139,2010-10-27 00:00:00,2600 Block Mapleton Ave,Vandalism
23140,2010-10-27 00:00:00,1400 Block Walnut St,Theft From Vehicle
23141,2010-10-27 00:00:00,200 Block Iroquois Dr,Burglary
23142,2012-05-04 00:00:00,700 Block Spruce St,Theft From Vehicle
23143,2010-10-27 00:00:00,4700 Block Pearl St,Auto Theft
23144,2010-10-22 00:00:00,3000 Block Moorhead Ave,Burglary
23145,2010-10-24 00:00:00,1500 Block Culver Ct,Trespassing
23146,2010-10-24 00:00:00,00 Block S Boulder Cir,Vandalism
23147,2011-07-10 00:00:00,300 Block 29th St,Burglary
23148,2010-10-26 00:00:00,14th St & Walnut St,Theft From Vehicle
23149,2010-10-27 00:00:00,28th St & Valmont Rd,Auto Theft
23150,2010-10-27 00:00:00,2400 Block Vine Pl,Recovery
23151,2010-10-27 00:00:00,1200 Block Aurora Ave,Vandalism
23152,2010-10-28 00:00:00,30th St & Colorado Ave,Vandalism
23153,2010-10-28 00:00:00,4500 Block 19th St,Vandalism
23154,2010-10-28 00:00:00,1000 Block Pennsylvania Ave,Robbery
23155,2010-10-28 00:00:00,2800 Block Iris Ave,Assault
23156,2012-07-09 00:00:00,1500 Block 30th St,Burglary
23157,2011-04-05 00:00:00,2600 Block Canyon Blvd,Auto Theft
23158,2011-06-06 00:00:00,2700 Block Juniper Ave,Theft From Vehicle
23159,2011-04-05 00:00:00,1000 Block 14th St,Vandalism
23160,2011-04-05 00:00:00,1400 Block Canyon Bv,Trespassing
23161,2011-04-05 00:00:00,2900 Block Eagle Way,Auto Theft
23162,2011-04-06 00:00:00,7th St & University Ave,Motorcycle Theft
23163,2012-03-24 00:00:00,1100 Block 11th St,Burglary
23164,2011-04-06 00:00:00,3400 Block Penrose Pl,Burglary
23165,2011-04-06 00:00:00,2300 Block Canyon Bv,Burglary
23166,2011-04-06 00:00:00,2900 Block Valmont Rd,Burglary
23167,2011-04-06 00:00:00,2900 Block Valmont Rd,Burglary
23168,2011-04-06 00:00:00,1300 Block Yarmouth Ave,Vandalism
23169,2011-04-06 00:00:00,1000 Block 11th St,Burglary
23170,2011-04-06 00:00:00,1700 Block Garland Ln,Burglary
23171,2011-04-06 00:00:00,1000 Block 14th St,Burglary
23172,2011-04-12 00:00:00,2700 Block Canyon Blvd,Trespassing
23173,2011-04-07 00:00:00,4500 Block 19th St,Theft From Vehicle
23174,2011-06-30 00:00:00,3200 Block Oneal Cr,Vandalism
23175,2011-04-07 00:00:00,2900 Block Valmont Rd,Burglary
23176,2011-04-07 00:00:00,200 Block Canyon Blvd,Trespassing
23177,2011-04-07 00:00:00,700 Block 29th St,Theft From Vehicle
23178,2011-04-07 00:00:00,700 Block S 45th St,Vandalism
23179,2012-08-14 00:00:00,900 Block College Ave,Burglary
23180,2011-04-07 00:00:00,13th St & Spruce St,Sex Assault
23181,2011-04-07 00:00:00,2600 Block Canyon Blvd,Trespassing
23182,2011-04-07 00:00:00,1000 Block 11th St,Burglary
23183,2011-05-14 00:00:00,1100 Block Lincoln Pl,Burglary
23184,2011-04-21 00:00:00,1300 Block Pearl St,Sex Assault
23185,2011-04-12 00:00:00,11th St & Lawry Ln,Assault
23186,2011-04-12 00:00:00,1000 Block 11th St,Vandalism
23187,2011-04-15 00:00:00,2500 Block Taft Dr,Theft From Vehicle
23188,2011-05-09 00:00:00,1400 Block 28th St,Motorcycle Theft
23189,2012-05-25 00:00:00,500 Block 27th Way,Vandalism
23190,2011-05-09 00:00:00,400 Block Arapahoe Ave,Vandalism
23191,2011-05-09 00:00:00,11th St & Walnut St,Theft From Vehicle
23192,2011-05-09 00:00:00,1100 Block 11th St,Burglary
23193,2011-04-21 00:00:00,1800 Block Folsom St,Trespassing
23194,2011-05-10 00:00:00,3100 Block Iris Ave,Theft From Vehicle
23195,2011-05-10 00:00:00,4200 Block Apache Rd,Burglary
23196,2011-05-10 00:00:00,2400 Block Pine St,Burglary
23197,2011-05-10 00:00:00,3500 Block Spring Creek Pl,Theft From Vehicle
23198,2011-05-10 00:00:00,10th St & University Ave,Sex Assault
23199,2011-05-11 00:00:00,3400 Block Colorado Ave,Theft From Vehicle
23200,2011-05-11 00:00:00,2900 Block E Aurora Ave,Theft From Vehicle
23201,2011-04-21 00:00:00,1000 Block 16th St,Trespassing
23202,2011-04-22 00:00:00,1100 Block Balsam Ave,Sex Assault
23203,2011-04-22 00:00:00,2000 Block Joslyn Pl,Burglary
23204,2011-04-22 00:00:00,1100 Block 12th St,Vandalism
23205,2011-04-23 00:00:00,1700 Block Iris Ave,Burglary
23206,2011-04-29 00:00:00,4800 Block Baseline Rd,Auto Theft
23207,2011-05-11 00:00:00,3200 Block Oneal Cr,Burglary
23208,2011-05-01 00:00:00,2200 Block Canyon Bv,Vandalism
23209,2011-05-02 00:00:00,Berea Dr & Gillaspie Dr,Incident
23210,2011-05-03 00:00:00,2700 Block Iris Ave,Auto Theft
23211,2011-05-06 00:00:00,1700 Block 6th St,Vandalism
23212,2011-05-06 00:00:00,1100 Block Lincoln Pl,Theft From Vehicle
23213,2011-05-06 00:00:00,13th St & Pearl St,Vandalism
23214,2011-05-06 00:00:00,1300 Block Broadway,Vandalism
23215,2011-05-06 00:00:00,3000 Block Madison Ave,Vandalism
23216,2011-11-17 00:00:00,900 Block Utica Av,Auto Theft
23217,2011-05-06 00:00:00,900 Block University Ave,Burglary
23218,2011-05-06 00:00:00,20th St & Cascade Ave,Vandalism
23219,2011-05-06 00:00:00,1900 Block 11th St,Assault
23220,2011-05-06 00:00:00,1000 Block Grandview Ave,Vandalism
23221,2011-05-06 00:00:00,4800 Block Thunderbird Dr,Burglary
23222,2011-12-29 00:00:00,1600 Block Broadway,Trespassing
23223,2012-12-19 00:00:00,1600 Block Pearl St,Burglary
23224,2011-12-29 00:00:00,1800 Block 33rd St,Sex Assault
23225,2011-12-29 00:00:00,1400 Block 18th St,Burglary
23226,2011-12-29 00:00:00,1400 Block Walnut St,Trespassing
23227,2011-12-29 00:00:00,900 Block 37th St,Burglary
23228,2011-12-28 00:00:00,3800 Block Broadway,Theft From Vehicle
23229,2011-12-31 00:00:00,800 Block 29th St,Theft From Vehicle
23230,2011-12-31 00:00:00,1900 Block 11th St,Trespassing
23231,2012-01-01 00:00:00,1400 Block Kalmia Ave,Vandalism
23232,2012-01-09 00:00:00,900 Block Pleasant St,Burglary
23233,2012-01-09 00:00:00,1000 Block 14th St,Vandalism
23234,2012-01-09 00:00:00,1200 Block Canyon Blvd,Trespassing
23235,2012-01-09 00:00:00,1000 Block University Ave,Trespassing
23236,2012-01-09 00:00:00,1500 Block Broadway,Burglary
23237,2012-01-09 00:00:00,2400 Block Walnut St,Vandalism
23238,2012-10-16 00:00:00,1800 Block 17th St,Vandalism
23239,2012-01-10 00:00:00,2400 Block 20th St,Vandalism
23240,2012-01-10 00:00:00,1400 Block Canyon Bv,Trespassing
23241,2012-01-10 00:00:00,4800 Block W Moorhead Cr,Theft Of Car Parts
23242,2012-01-10 00:00:00,2400 Block Bluff St,Burglary
23243,2012-01-10 00:00:00,3700 Block Baseline Rd,Vandalism
23244,2012-01-10 00:00:00,800 Block 19th St,Theft From Vehicle
23245,2012-01-10 00:00:00,4700 Block Osage Dr,Burglary
23246,2012-01-10 00:00:00,800 Block W Moorhead Cir,Theft Of Car Parts
23247,2012-01-10 00:00:00,2900 Block Pearl St,Trespassing
23248,2012-01-24 00:00:00,5400 Block Glendale Gulch Cir,Vandalism
23249,2012-01-24 00:00:00,900 Block North St,Theft From Vehicle
23250,2012-01-24 00:00:00,3600 Block Table Mesa Dr,Trespassing
23251,2012-01-24 00:00:00,2700 Block Glenwood Dr,Vandalism
23252,2012-02-08 00:00:00,4700 Block Harrison Ave,Burglary
23253,2012-02-14 00:00:00,2800 Block Kalmia Ave,Vandalism
23254,2012-02-14 00:00:00,1700 Block Marine St,Vandalism
23255,2012-02-16 00:00:00,11th St & Spruce St,Trespassing
23256,2012-02-16 00:00:00,1400 Block Walnut St,Vandalism
23257,2012-02-16 00:00:00,Foothills Pkwy & Table Mesa Dr,Theft From Vehicle
23258,2012-11-03 00:00:00,1000 Block University Ave,Burglary
23259,2012-02-16 00:00:00,1100 Block University Ave,Assault
23260,2012-02-17 00:00:00,2800 Block Valmont Rd,Trespassing
23261,2012-02-17 00:00:00,11th St & Marine St,Theft From Vehicle
23262,2012-02-17 00:00:00,2600 Block Mapleton Ave,Vandalism
23263,2012-02-18 00:00:00,400 Block Gregory Ln,Burglary
23264,2012-02-18 00:00:00,2700 Block Baseline Rd,Sex Assault
23265,2012-02-18 00:00:00,3100 Block 10th St,Burglary
23266,2012-02-18 00:00:00,3910 Block Table Mesa Dr,Incident
23267,2012-02-18 00:00:00,3700 Block Arapahoe Ave,Vandalism
23268,2012-02-19 00:00:00,2100 Block Goss Cr,Robbery
23269,2012-02-19 00:00:00,2200 Block Norwood Ave,Vandalism
23270,2012-02-20 00:00:00,2000 Block Broadway,Sex Assault
23271,2012-02-20 00:00:00,2500 Block Walnut St,Theft From Vehicle
23272,2012-02-20 00:00:00,1000 Block 13th St,Trespassing
23273,2012-02-20 00:00:00,1800 Block Walnut St,Vandalism
23274,2012-02-21 00:00:00,1600 Block 30th St,Trespassing
23275,2012-09-21 00:00:00,2700 Block Taft Dr,Vandalism
23276,2012-02-21 00:00:00,2800 Block Iris Ave,Robbery
23277,2012-02-22 00:00:00,1400 Block Folsom St,Trespassing
23278,2012-02-22 00:00:00,4900 Block Thunderbird Cr,Burglary
23279,2012-02-22 00:00:00,3500 Block Nottingham Ct,Incident
23280,2012-02-22 00:00:00,1100 Block Monroe Dr,Vandalism
23281,2012-02-22 00:00:00,3000 Block 29th St,Vandalism
23282,2012-02-22 00:00:00,11th St & Pennsylvania Ave,Vandalism
23283,2012-02-22 00:00:00,4900 Block Thunderbird Cir,Vandalism
23284,2012-02-24 00:00:00,1900 Block 28th St,Vandalism
23285,2012-02-24 00:00:00,2400 Block Bluff St,Theft From Vehicle
23286,2012-02-24 00:00:00,700 Block 19th St,Burglary
23287,2013-04-05 00:00:00,900 Block Hawthorne Ave,Burglary
23288,2013-04-06 00:00:00,200 Block Pawnee Dr,Vandalism
23289,2013-04-06 00:00:00,3300 Block Chisholm Trl,Burglary
23290,2013-04-06 00:00:00,700 Block Mohawk Dr,Incident
23291,2013-04-06 00:00:00,1800 Block 17th St,Trespassing
23292,2013-04-05 00:00:00,3300 Block Madison Ave,Vandalism
23293,2013-03-22 00:00:00,00 Block S 34th St,Theft From Vehicle
23294,2013-03-23 00:00:00,3300 Block Moorhead Ave,Sex Assault
23295,2013-03-22 00:00:00,1000 Block 13th St,Burglary
23296,2013-03-22 00:00:00,1900 Block Walnut St,Sex Assault
23297,2013-03-22 00:00:00,200 Block S 38th St,Theft From Vehicle
23298,2013-03-22 00:00:00,1300 Block Lehigh St,Burglary
23299,2013-03-23 00:00:00,Crime occurred at an unknown location,Incident
23300,2013-03-23 00:00:00,1300 Block 19th St,Robbery
23301,2013-03-25 00:00:00,3300 Block Chisholm Trl,Vandalism
23302,2013-03-28 00:00:00,3600 Block Arapahoe Ave,Sex Assault
23303,2013-03-28 00:00:00,1100 Block Walnut St,Trespassing
23304,2013-03-28 00:00:00,4900 Block Moorhead Ave,Assault
23305,2013-03-30 00:00:00,600 Block Manhattan Pl,Vandalism
23306,2013-04-02 00:00:00,2500 Block 49th St,Burglary
23307,2013-04-02 00:00:00,700 Block Pleasant St,Assault
23308,2013-04-02 00:00:00,3400 Block Arapahoe Ave,Sex Assault
23309,2013-04-02 00:00:00,1100 Block Grandview Ave,Theft Of Car Parts
23310,2012-11-28 00:00:00,5th St & Canyon Blvd,Robbery
23311,2012-11-30 00:00:00,2700 Block Iris Ave,Robbery
23312,2013-04-12 00:00:00,900 Block 17th St,Vandalism
23313,2013-04-11 00:00:00,1100 Block Walnut St,Trespassing
23314,2013-04-11 00:00:00,Broadway & Maxwell Ave,Vandalism
23315,2013-04-11 00:00:00,3000 Block Broadway,Vandalism
23316,2013-03-28 00:00:00,1400 Block Spruce St,Theft From Vehicle
23317,2013-03-18 00:00:00,2400 Block Canyon Blvd,Theft From Vehicle
23318,2013-03-29 00:00:00,5500 Block Pennsylvania Ave,Burglary
23319,2013-03-29 00:00:00,1500 Block Broadway,Theft From Vehicle
23320,2013-03-31 00:00:00,1800 Block 19th St,Theft From Vehicle
23321,2013-03-30 00:00:00,3800 Block Moorhead Ave,Trespassing
23322,2013-03-29 00:00:00,1400 Block Johnson Ct,Vandalism
23323,2013-03-29 00:00:00,2000 Block 14th St,Assault
23324,2013-03-31 00:00:00,1700 Block Broadway,Vandalism
23325,2013-03-29 00:00:00,2400 Block Arapahoe Ave,Burglary
23326,2013-03-29 00:00:00,5700 Block Arapahoe Ave,Burglary
23327,2013-04-01 00:00:00,2900 Block Glenwood Dr,Sex Assault
23328,2013-04-01 00:00:00,3500 Block 47th St,Theft From Vehicle
23329,2013-04-01 00:00:00,2100 Block Pearl St,Vandalism
23330,2013-04-01 00:00:00,1200 Block Toedtli Dr,Theft From Vehicle
23331,2013-04-01 00:00:00,4300 Block Ludlow St,Theft From Vehicle
23332,2013-04-01 00:00:00,4400 Block Hastings Dr,Theft From Vehicle
23333,2013-04-01 00:00:00,1500 Block Oak Ave,Vandalism
23334,2013-04-01 00:00:00,2900 Block 5th St,Theft From Vehicle
23335,2013-04-05 00:00:00,2900 Block Emerson Ave,Theft From Vehicle
23336,2013-04-05 00:00:00,1900 Block Joslyn Pl,Vandalism
23337,2013-04-05 00:00:00,Crime occurred at an unknown location,Incident
23338,2013-04-12 00:00:00,10th St & College Ave,Assault
23339,2013-04-12 00:00:00,800 Block 30th St,Vandalism
23340,2013-04-13 00:00:00,2600 Block 28th St,Vandalism
23341,2013-04-14 00:00:00,1400 Block Walnut St,Trespassing
23342,2013-04-12 00:00:00,1100 Block Lincoln Pl,Burglary
23343,2013-04-03 00:00:00,600 Block 55th St,Sex Assault
23344,2013-03-22 00:00:00,15th St & Pearl St,Recovery
23345,2013-03-22 00:00:00,S Lashley Ln & Whitney Pl,Vandalism
23346,2013-04-04 00:00:00,900 Block 15th St,Burglary
23347,2013-04-04 00:00:00,600 Block Lashley Ln,Burglary
23348,2013-04-05 00:00:00,1100 Block 12th St,Trespassing
23349,2013-04-04 00:00:00,3600 Block Table Mesa Dr,Incident
23350,2013-04-04 00:00:00,2800 Block Pearl St,Vandalism
23351,2013-04-08 00:00:00,2600 Block Broadway,Burglary
23352,2010-10-28 00:00:00,18th St & Cascade Ave,Vandalism
23353,2010-10-28 00:00:00,1700 Block 16th St,Vandalism
23354,2010-10-28 00:00:00,2300 Block 13th St,Trespassing
23355,2010-10-25 00:00:00,700 Block 28th St,Trespassing
23356,2012-10-06 00:00:00,1100 Block 13th St,Vandalism
23357,2017-08-24 00:00:00,1500 Block Greenbriar Blvd,Assault
23358,2010-10-26 00:00:00,2100 Block Pearl St,Burglary
23359,2011-03-11 00:00:00,4200 Block Apache Rd,Vandalism
23360,2012-01-12 00:00:00,4900 Block Moorhead Ave,Theft From Vehicle
23361,2010-10-26 00:00:00,13th St & Portland Pl,Assault
23362,2010-10-27 00:00:00,600 Block Concord Ave,Burglary
23363,2010-10-29 00:00:00,1700 Block 14th St,Trespassing
23364,2010-10-29 00:00:00,1300 Block Pearl St,Trespassing
23365,2010-10-29 00:00:00,1900 Block Baseline Rd,Assault
23366,2010-10-29 00:00:00,800 Block 17th St,Burglary
23367,2010-10-28 00:00:00,1000 Block Lincoln Pl,Theft From Vehicle
23368,2010-10-26 00:00:00,3400 Block Table Mesa Dr,Vandalism
23369,2011-12-12 00:00:00,2300 Block Goss St,Burglary
23370,2010-10-29 00:00:00,00 Block S 35th St,Vandalism
23371,2010-11-12 00:00:00,1100 Block 13th St,Trespassing
23372,2010-10-24 00:00:00,1700 Block 14th St,Trespassing
23373,2010-10-26 00:00:00,3300 Block Talisman Pl,Sex Assault
23374,2010-10-26 00:00:00,2400 Block Colorado Ave,Vandalism
23375,2010-10-26 00:00:00,1400 Block Landis Ct,Theft From Vehicle
23376,2010-10-26 00:00:00,2850 Block Baseline Rd,Trespassing
23377,2010-10-26 00:00:00,26th St & Sherwood Cr,Auto Theft
23378,2010-10-26 00:00:00,1500 Block Quince Ave,Vandalism
23379,2010-10-26 00:00:00,300 Block Colgate Ave,Theft From Vehicle
23380,2010-10-26 00:00:00,4500 Block Hanover Ave,Burglary
23381,2010-10-26 00:00:00,4400 Block Dallas Ct,Theft From Vehicle
23382,2010-10-26 00:00:00,4700 Block Harrison Ave,Theft From Vehicle
23383,2010-10-26 00:00:00,4800 Block Thunderbird Dr,Trespassing
23384,2011-05-26 00:00:00,700 Block 20th St,Vandalism
23385,2010-11-05 00:00:00,1100 Block 13th St,Burglary
23386,2010-11-05 00:00:00,3100 Block Broadway,Trespassing
23387,2010-11-05 00:00:00,3300 Block 30th St,Vandalism
23388,2012-11-06 00:00:00,1700 Block 29th St,Theft Of Car Parts
23389,2010-11-05 00:00:00,900 Block Broadway,Burglary
23390,2010-11-12 00:00:00,2100 Block 13th St,Trespassing
23391,2010-11-05 00:00:00,800 Block 33rd St,Vandalism
23392,2011-10-14 00:00:00,1000 Block 12th St,Vandalism
23393,2011-03-12 00:00:00,1900 Block Arapahoe Ave,Burglary
23394,2010-11-10 00:00:00,3300 Block 30th St,Theft From Vehicle
23395,2010-11-10 00:00:00,2800 Block Mapleton St,Trespassing
23396,2010-11-10 00:00:00,2100 Block Canyon Blvd,Vandalism
23397,2010-10-27 00:00:00,200 Block Manhattan Dr,Vandalism
23398,2012-07-21 00:00:00,Broadway & Pine St,Assault
23399,2010-10-27 00:00:00,1600 Block Arapahoe Ave,Theft From Vehicle
23400,2011-01-09 00:00:00,2800 Block Cordry Ct,Burglary
23401,2010-11-12 00:00:00,4800 Block Broadway,Vandalism
23402,2010-10-27 00:00:00,2300 Block Pine St,Burglary
23403,2010-10-27 00:00:00,3300 Block 30th St,Burglary
23404,2013-01-08 00:00:00,1600 Block Pearl St,Burglary
23405,2010-11-01 00:00:00,3800 Block Armer Av,Vandalism
23406,2010-08-03 00:00:00,2800 Block Moorhead Ave,Assault
23407,2010-11-01 00:00:00,2900 Block E Aurora Ave,Burglary
23408,2010-11-03 00:00:00,3700 Block Martin Dr,Burglary
23409,2012-09-22 00:00:00,1900 Block Goss St,Trespassing
23410,2010-11-03 00:00:00,2000 Block Pine St,Incident
23411,2010-11-03 00:00:00,2000 Block Mesa Dr,Motorcycle Theft
23412,2010-11-03 00:00:00,9th St & Pine St,Vandalism
23413,2010-11-03 00:00:00,1100 Block 10th St,Incident
23414,2010-11-04 00:00:00,1000 Block Canyon Blvd,Trespassing
23415,2010-11-04 00:00:00,2200 Block Norwood Ave,Vandalism
23416,2010-11-04 00:00:00,1600 Block 19th St,Theft From Vehicle
23417,2011-05-07 00:00:00,3600 Block Table Mesa Dr,Trespassing
23418,2011-05-07 00:00:00,800 Block 9th St,Theft From Vehicle
23419,2011-05-08 00:00:00,4800 Block Broadway,Theft From Vehicle
23420,2011-05-08 00:00:00,1800 Block Folsom St,Trespassing
23421,2011-05-07 00:00:00,2700 Block Valmont Rd,Burglary
23422,2011-05-11 00:00:00,1100 Block 13th St,Vandalism
23423,2011-04-03 00:00:00,800 Block 12th St,Vandalism
23424,2011-04-05 00:00:00,17th St & Aurora Ave,Vandalism
23425,2011-04-07 00:00:00,700 Block 17th St,Vandalism
23426,2011-04-11 00:00:00,1000 Block Broadway,Vandalism
23427,2011-04-17 00:00:00,1300 Block Broadway,Vandalism
23428,2011-08-06 00:00:00,7300 Block Doral Dr,Trespassing
23429,2011-04-25 00:00:00,4th St & Morrison Aly,Vandalism
23430,2011-04-25 00:00:00,4900 Block Moorhead Ave,Vandalism
23431,2011-05-09 00:00:00,1000 Block 11th St,Vandalism
23432,2011-05-09 00:00:00,900 Block Grandview Ave,Vandalism
23433,2012-10-02 00:00:00,1000 Block Canyon Blvd,Theft From Vehicle
23434,2011-05-12 00:00:00,1600 Block Broadway,Vandalism
23435,2011-09-11 00:00:00,1600 Block Spruce St,Vandalism
23436,2011-12-15 00:00:00,3000 Block 13th St,Incident
23437,2011-05-12 00:00:00,2800 Block Diagonal Hwy,Trespassing
23438,2012-07-22 00:00:00,1100 Block 13th St,Motorcycle Theft
23439,2013-01-05 00:00:00,3100 Block Airport Rd,Vandalism
23440,2012-01-11 00:00:00,2800 Block Moorhead Ave,Theft From Vehicle
23441,2011-11-16 00:00:00,4500 Block Broadway,Theft From Vehicle
23442,2011-06-08 00:00:00,400 Block Marine St,Burglary
23443,2012-06-11 00:00:00,2600 Block 28th St,Incident
23444,2011-06-11 00:00:00,1600 Block Hawthorn Av,Theft From Vehicle
23445,2013-06-13 00:00:00,2900 Block Pearl St,Burglary
23446,2011-05-06 00:00:00,1800 Block 13th St,Assault
23447,2011-12-15 00:00:00,500 Block 27th Way,Theft Of Car Parts
23448,2012-10-02 00:00:00,700 Block 29th St,Vandalism
23449,2012-11-30 00:00:00,1100 Block College Ave,Incident
23450,2011-05-31 00:00:00,4400 Block Broadway,Vandalism
23451,2011-05-31 00:00:00,1900 Block 14th St,Vandalism
23452,2011-05-30 00:00:00,1100 Block University Ave,Vandalism
23453,2017-11-21 00:00:00,1000 Block 11th St,Vandalism
23454,2011-04-25 00:00:00,921 Block Pearl St,Trespassing
23455,2011-05-07 00:00:00,700 Block Mohawk Dr,Vandalism
23456,2011-08-09 00:00:00,1700 Block Folsom St,Auto Theft
23457,2011-03-28 00:00:00,1200 Block Pearl St,Trespassing
23458,2011-05-14 00:00:00,2635 Block Mapleton Av,Vandalism
23459,2011-05-14 00:00:00,900 Block Pearl St,Vandalism
23460,2011-11-17 00:00:00,1200 Block 13th St,Sex Assault
23461,2011-05-14 00:00:00,1000 Block Lincoln Pl,Vandalism
23462,2011-05-12 00:00:00,3000 Block 29th St,Trespassing
23463,2011-05-12 00:00:00,1600 Block Broadway,Trespassing
23464,2012-01-11 00:00:00,800 Block 13th St,Burglary
23465,2011-05-12 00:00:00,3200 Block 34th St,Theft From Vehicle
23466,2012-12-05 00:00:00,4500 Block 19th St,Burglary
23467,2011-05-12 00:00:00,3300 Block 28th St,Trespassing
23468,2011-05-12 00:00:00,18th St & Pine St,Vandalism
23469,2011-05-15 00:00:00,1100 Block Pleasant St,Vandalism
23470,2011-05-15 00:00:00,1000 Block Lincoln Pl,Vandalism
23471,2011-04-20 00:00:00,1700 Block Yarmouth Ave,Vandalism
23472,2011-05-16 00:00:00,800 Block Cherry Ave,Vandalism
23473,2011-05-15 00:00:00,2700 Block Baseline Rd,Vandalism
23474,2011-05-17 00:00:00,2100 Block 30th St,Vandalism
23475,2011-05-17 00:00:00,3200 Block 28th St,Vandalism
23476,2011-05-17 00:00:00,1500 Block Bradley Dr,Burglary
23477,2017-11-06 00:00:00,3100 Block Broadway,Robbery
23478,2011-05-17 00:00:00,1400 Block Greenbriar Blvd,Sex Assault
23479,2011-05-17 00:00:00,600 Block Ithaca Dr,Theft From Vehicle
23480,2011-05-18 00:00:00,800 Block 29th St,Theft From Vehicle
23481,2011-05-19 00:00:00,2200 Block Norwood Ave,Incident
23482,2012-02-24 00:00:00,1900 Block Cascade Ave,Assault
23483,2012-02-16 00:00:00,2800 Block Kalmia Ave,Burglary
23484,2012-02-16 00:00:00,700 Block 38th St,Auto Theft
23485,2012-02-16 00:00:00,500 Block Broadway,Theft From Vehicle
23486,2012-02-16 00:00:00,2300 Block Violet Ave,Vandalism
23487,2012-02-16 00:00:00,5170 Block S Boulder Rd,Theft From Vehicle
23488,2012-02-16 00:00:00,600 Block Manhattan Pl,Theft From Vehicle
23489,2012-02-16 00:00:00,1100 Block 13th St,Vandalism
23490,2012-02-17 00:00:00,4500 Block Broadway,Assault
23491,2012-02-17 00:00:00,1100 Block College Ave,Vandalism
23492,2012-02-14 00:00:00,700 Block Mohawk Dr,Sex Assault
23493,2012-02-14 00:00:00,6100 Block Gunbarrel Ave,Vandalism
23494,2012-02-23 00:00:00,2300 Block Broadway,Vandalism
23495,2012-02-14 00:00:00,3900 Block Colorado Ave,Burglary
23496,2012-02-16 00:00:00,2900 Block E College Ave,Vandalism
23497,2012-05-18 00:00:00,Dean Pl & Pennsylvania Ave,Vandalism
23498,2012-02-18 00:00:00,1100 Block Walnut St,Incident
23499,2012-02-19 00:00:00,1300 Block Broadway,Robbery
23500,2012-02-20 00:00:00,2000 Block Norwood Ave,Vandalism
23501,2012-02-20 00:00:00,Catalpa Way & Kalmia Ave,Vandalism
23502,2012-02-20 00:00:00,2500 Block 30th St,Incident
23503,2012-02-20 00:00:00,2900 Block E College Ave,Vandalism
23504,2012-02-21 00:00:00,1800 Block 19th St,Sex Assault
23505,2012-02-21 00:00:00,1100 Block Mapleton Ave,Burglary
23506,2012-02-22 00:00:00,2900 Block E Aurora Ave,Theft From Vehicle
23507,2012-02-22 00:00:00,1700 Block Exposition Dr,Vandalism
23508,2012-02-22 00:00:00,3300 Block Oneal Pkwy,Vandalism
23509,2012-02-21 00:00:00,2300 Block Grove St,Motorcycle Theft
23510,2012-02-23 00:00:00,2200 Block Spruce St,Burglary
23511,2012-02-24 00:00:00,600 Block S Lashley Ln,Vandalism
23512,2012-02-24 00:00:00,2200 Block Grove Cr,Theft From Vehicle
23513,2012-02-24 00:00:00,5700 Block Central Ave,Vandalism
23514,2012-02-24 00:00:00,3700 Block Cloverleaf Dr,Vandalism
23515,2012-02-24 00:00:00,900 Block Grandview Ave,Burglary
23516,2012-02-24 00:00:00,4500 Block Broadway,Trespassing
23517,2012-02-24 00:00:00,3100 Block Madison Ave,Vandalism
23518,2012-01-24 00:00:00,2500 Block Arapahoe Ave,Vandalism
23519,2012-02-27 00:00:00,Aurora Ave & Broadway,Vandalism
23520,2013-04-27 00:00:00,1300 Block College Ave,Robbery
23521,2012-10-09 00:00:00,5000 Block Butte St,Incident
23522,2012-07-26 00:00:00,1000 Block Canyon Blvd,Sex Assault
23523,2012-02-05 00:00:00,2800 Block Pearl St,Robbery
23524,2012-10-16 00:00:00,Berkley Ave & Moorhead Ave,Assault
23525,2013-08-30 00:00:00,3rd St & Forest Ave,Incident
23526,2012-06-12 00:00:00,1100 Block Pearl St,Trespassing
23527,2012-03-29 00:00:00,700 Block 36th St,Burglary
23528,2012-12-19 00:00:00,1100 Block Pearl St,Burglary
23529,2012-04-02 00:00:00,1900 Block 30th St,Vandalism
23530,2013-08-31 00:00:00,1100 Block Arapahoe Ave,Trespassing
23531,2015-08-30 00:00:00,2800 Block Springdale Ln,Theft From Vehicle
23532,2012-02-28 00:00:00,1500 Block Grove St,Motorcycle Theft
23533,2012-02-28 00:00:00,23rd St & Edgewood Dr,Incident
23534,2012-03-02 00:00:00,2400 Block 49th St,Theft Of Car Parts
23535,2012-01-20 00:00:00,2200 Block Columbine Ave,Burglary
23536,2012-02-29 00:00:00,3900 Block Fuller Ct,Vandalism
