FID,REPORTDATE,BLOCKADD,OFFENSE
23537,2012-02-29 00:00:00,2900 Block E College Ave,Auto Theft
23538,2012-02-29 00:00:00,2700 Block Arapahoe Ave,Auto Theft
23539,2012-02-29 00:00:00,1100 Block Balsam Ave,Trespassing
23540,2012-02-29 00:00:00,3000 Block Valmont Rd,Vandalism
23541,2012-02-29 00:00:00,1000 Block 11th St,Incident
23542,2012-03-01 00:00:00,1300 Block University Ave,Burglary
23543,2012-03-01 00:00:00,1700 Block 29th St,Trespassing
23544,2012-03-01 00:00:00,3300 Block E Euclid Ave,Theft From Vehicle
23545,2012-03-02 00:00:00,1900 Block 13th St,Assault
23546,2012-03-01 00:00:00,1800 Block Grove St,Vandalism
23547,2013-04-08 00:00:00,1900 Block 11th St,Vandalism
23548,2013-04-12 00:00:00,1500 Block Knox Dr,Trespassing
23549,2013-04-09 00:00:00,4800 Block Sterling Dr,Theft From Vehicle
23550,2013-04-09 00:00:00,1300 Block Pearl St,Robbery
23551,2013-04-14 00:00:00,1000 Block 13th St,Trespassing
23552,2013-04-12 00:00:00,16th St & Euclid Ave,Vandalism
23553,2013-04-06 00:00:00,2500 Block Taft Dr,Vandalism
23554,2013-04-07 00:00:00,Johnson Ct & Merritt Dr,Vandalism
23555,2013-03-30 00:00:00,300 Block Laramie Blvd,Burglary
23556,2013-04-08 00:00:00,1100 Block College Ave,Vandalism
23557,2013-04-08 00:00:00,1300 Block Broadway,Trespassing
23558,2013-04-08 00:00:00,2900 Block Pearl St,Theft From Vehicle
23559,2013-04-08 00:00:00,2000 Block 23rd St,Vandalism
23560,2013-04-08 00:00:00,4100 Block Jay Rd,Burglary
23561,2013-04-08 00:00:00,4100 Block Longview Ln,Vandalism
23562,2013-04-08 00:00:00,600 Block S Broadway,Vandalism
23563,2013-04-11 00:00:00,Stanford Ave & Table Mesa Dr,Trespassing
23564,2013-04-06 00:00:00,38th St & Colorado Ave,Vandalism
23565,2013-04-06 00:00:00,19th St & Canyon Bv,Assault
23566,2013-04-07 00:00:00,Broadway & Pine St,Theft From Vehicle
23567,2013-04-08 00:00:00,19th St & Pearl St,Vandalism
23568,2013-04-09 00:00:00,30th St & Valmont Rd,Auto Theft
23569,2013-04-08 00:00:00,900 Block Canyon Blvd,Incident
23570,2013-04-17 00:00:00,27th Way & Moorhead Ave,Vandalism
23571,2013-04-17 00:00:00,1500 Block Lehigh St,Incident
23572,2013-04-17 00:00:00,4600 Block W Moorhead Cir,Sex Assault
23573,2013-04-17 00:00:00,3400 Block Stanford Ave,Vandalism
23574,2013-04-17 00:00:00,1700 Block 38th St,Theft Of Car Parts
23575,2013-04-17 00:00:00,600 Block Marine St,Theft From Vehicle
23576,2013-04-17 00:00:00,1600 Block Arapahoe Ave,Sex Assault
23577,2013-04-17 00:00:00,13th St & College Ave,Assault
23578,2013-04-17 00:00:00,5600 Block Arapahoe Ave,Auto Theft
23579,2013-04-28 00:00:00,1500 Block 9th St,Burglary
23580,2013-04-28 00:00:00,11th St & Walnut St,Assault
23581,2017-12-15 00:00:00,2900 Block Bixby Ave,Burglary
23582,2013-04-28 00:00:00,6th St & Arapahoe Ave,Theft From Vehicle
23583,2013-04-28 00:00:00,Laramie Blvd & Pierre St,Vandalism
23584,2013-04-13 00:00:00,700 Block 16th St,Theft From Vehicle
23585,2013-04-16 00:00:00,1800 Block Arapahoe Ave,Theft From Vehicle
23586,2013-04-16 00:00:00,1000 Block 12th St,Burglary
23587,2013-04-15 00:00:00,1100 Block 9th St,Vandalism
23588,2013-04-12 00:00:00,10th St & College Ave,Trespassing
23589,2013-04-13 00:00:00,5000 Block Valmont Rd,Trespassing
23590,2013-04-13 00:00:00,1100 Block 9th St,Theft From Vehicle
23591,2013-04-12 00:00:00,3300 Block 28th St,Trespassing
23592,2013-04-13 00:00:00,2500 Block Arapahoe Ave,Vandalism
23593,2013-04-13 00:00:00,4400 Block Comanche Dr,Burglary
23594,2013-03-20 00:00:00,2500 Block 49th St,Auto Theft
23595,2013-04-15 00:00:00,3000 Block 11th St,Theft From Vehicle
23596,2013-04-15 00:00:00,2700 Block 29th St,Vandalism
23597,2013-04-15 00:00:00,1000 Block Pennsylvania Ave,Burglary
23598,2013-04-15 00:00:00,1700 Block 14th St,Burglary
23599,2013-04-15 00:00:00,1200 Block 11th St,Burglary
23600,2013-04-21 00:00:00,1000 Block Pleasant St,Vandalism
23601,2013-04-15 00:00:00,1000 Block Pleasant St,Burglary
23602,2013-04-21 00:00:00,1000 Block Pennsylvania Ave,Vandalism
23603,2013-04-21 00:00:00,1000 Block University Ave,Vandalism
23604,2013-04-21 00:00:00,1000 Block University Ave,Vandalism
23605,2013-04-21 00:00:00,4700 Block Shawnee Pl,Vandalism
23606,2013-04-21 00:00:00,1000 Block Poplar Ave,Incident
23607,2013-04-19 00:00:00,2700 Block Arapahoe Ave,Vandalism
23608,2013-04-20 00:00:00,700 Block 11th St,Vandalism
23609,2013-04-20 00:00:00,2100 Block Goss St,Vandalism
23610,2013-04-22 00:00:00,1400 Block Spruce St,Trespassing
23611,2013-04-22 00:00:00,2500 Block Pearl St,Trespassing
23612,2012-07-09 00:00:00,1100 Block Oakdale Pl,Theft From Vehicle
23613,2010-11-09 00:00:00,4600 Block Broadway,Auto Theft
23614,2011-10-10 00:00:00,1300 Block Broadway,Theft From Vehicle
23615,2012-10-17 00:00:00,1600 Block Arapahoe Ave,Sex Assault
23616,2010-11-04 00:00:00,2900 Block Valmont Rd,Burglary
23617,2011-08-09 00:00:00,4400 Block Hamilton Ct,Burglary
23618,2012-01-18 00:00:00,1100 Block Grandview Ave,Burglary
23619,2010-11-04 00:00:00,1100 Block Euclid Ave,Theft From Vehicle
23620,2010-11-04 00:00:00,1100 Block University Ave,Vandalism
23621,2010-11-04 00:00:00,1800 Block Table Mesa Dr,Theft Of Car Parts
23622,2012-08-14 00:00:00,2100 Block Kincaid Pl,Auto Theft
23623,2010-11-04 00:00:00,1000 Block Pennsylvania Ave,Incident
23624,2010-11-04 00:00:00,1100 Block Pearl St,Trespassing
23625,2010-11-04 00:00:00,1900 Block 11th St,Vandalism
23626,2011-12-23 00:00:00,1100 Block Balsam Ave,Assault
23627,2011-08-09 00:00:00,900 Block 13th St,Burglary
23628,2010-11-07 00:00:00,1800 Block Arapahoe Ave,Vandalism
23629,2010-11-08 00:00:00,4800 Block Baseline Rd,Recovery
23630,2010-11-08 00:00:00,2900 Block Iris Ave,Vandalism
23631,2010-11-08 00:00:00,2500 Block Juniper Ave,Theft From Vehicle
23632,2013-09-18 00:00:00,1600 Block Arapahoe Ave,Theft From Vehicle
23633,2010-11-08 00:00:00,1100 Block 11th St,Trespassing
23634,2010-11-08 00:00:00,1300 Block Pennsylvania Ave,Trespassing
23635,2010-11-08 00:00:00,1000 Block 11th St,Trespassing
23636,2010-11-08 00:00:00,17th St & Aurora Ave,Vandalism
23637,2010-11-08 00:00:00,900 Block Pennsylvania Ave,Incident
23638,2010-11-08 00:00:00,2500 Block Arapahoe Ave,Vandalism
23639,2010-11-08 00:00:00,700 Block 17th St,Vandalism
23640,2010-11-08 00:00:00,2900 Block Baseline Rd,Vandalism
23641,2012-12-05 00:00:00,3200 Block Airport Rd,Recovery
23642,2010-11-09 00:00:00,3000 Block Center Green Dr,Trespassing
23643,2011-09-06 00:00:00,13th St & Euclid Ave,Vandalism
23644,2010-11-09 00:00:00,5000 Block Valmont Rd,Vandalism
23645,2012-04-09 00:00:00,800 Block Marine St,Trespassing
23646,2010-11-09 00:00:00,1000 Block Canyon Blvd,Trespassing
23647,2011-02-18 00:00:00,1000 Block 16th St,Trespassing
23648,2011-10-23 00:00:00,1200 Block Canyon Bv,Assault
23649,2012-08-30 00:00:00,1000 Block 12th St,Burglary
23650,2011-09-11 00:00:00,3200 Block Broadway,Auto Theft
23651,2011-10-18 00:00:00,1400 Block Canyon Blvd,Vandalism
23652,2010-11-02 00:00:00,2400 Block 20th St,Burglary
23653,2010-11-02 00:00:00,3200 Block Arapahoe Ave,Vandalism
23654,2012-08-07 00:00:00,3500 Block Nottingham Ct,Trespassing
23655,2012-09-22 00:00:00,900 Block Broadway,Theft From Vehicle
23656,2010-10-25 00:00:00,2700 Block Moorhead Ave,Burglary
23657,2011-11-04 00:00:00,1800 Block Broadway,Sex Assault
23658,2010-11-03 00:00:00,15th St & Pearl St,Vandalism
23659,2010-11-03 00:00:00,Crime occurred at an unknown location,Incident
23660,2010-11-03 00:00:00,2900 Block Shadow Creek Dr,Vandalism
23661,2011-07-16 00:00:00,3100 Block Airport Rd,Trespassing
23662,2010-11-03 00:00:00,1000 Block E Moorhead Cir,Incident
23663,2010-11-03 00:00:00,1000 Block Walnut St,Incident
23664,2012-01-10 00:00:00,1800 Block 30th St,Theft From Vehicle
23665,2010-11-05 00:00:00,2100 Block 13th St,Trespassing
23666,2010-11-06 00:00:00,1100 Block Grandview Ave,Trespassing
23667,2011-10-09 00:00:00,2900 Block Baseline Rd,Trespassing
23668,2010-11-06 00:00:00,Broadway & Walnut St,Auto Theft
23669,2012-01-11 00:00:00,100 Block S 31st St,Vandalism
23670,2012-01-11 00:00:00,1800 Block 22nd St,Trespassing
23671,2012-05-02 00:00:00,700 Block 35th St,Theft From Vehicle
23672,2010-11-12 00:00:00,4800 Block Baseline Rd,Theft From Vehicle
23673,2012-08-07 00:00:00,600 Block Concord Ave,Burglary
23674,2011-01-07 00:00:00,3500 Block Madison Ave,Vandalism
23675,2010-11-05 00:00:00,2800 Block Kalmia Ave,Burglary
23676,2011-05-24 00:00:00,2500 Block 49th St,Theft Of Car Parts
23677,2011-05-25 00:00:00,5700 Block Arapahoe Ave,Incident
23678,2012-12-02 00:00:00,1600 Block 28th St,Trespassing
23679,2011-05-25 00:00:00,S Broadway & Table Mesa Dr,Indecent Exposure
23680,2011-05-25 00:00:00,1500 Block Lehigh St,Theft From Vehicle
23681,2011-06-01 00:00:00,2800 Block Kalmia Ave,Burglary
23682,2011-05-25 00:00:00,1000 Block Pennsylvania Ave,Vandalism
23683,2011-05-25 00:00:00,5600 Block Cascade Pl,Vandalism
23684,2011-05-23 00:00:00,19th St & Canyon Bv,Sex Assault
23685,2011-05-23 00:00:00,1400 Block Yaupon Ave,Burglary
23686,2011-05-24 00:00:00,2900 Block Shadow Creek Dr,Vandalism
23687,2011-05-24 00:00:00,1000 Block Adams Cr,Vandalism
23688,2011-05-24 00:00:00,2400 Block Baseline Rd,Theft From Vehicle
23689,2012-04-10 00:00:00,700 Block 20th St,Vandalism
23690,2011-05-25 00:00:00,3100 Block Arnett St,Incident
23691,2011-05-25 00:00:00,3000 Block Littleleaf Ln,Burglary
23692,2011-08-24 00:00:00,1600 Block Walnut St,Vandalism
23693,2011-05-26 00:00:00,1800 Block Grove St,Burglary
23694,2011-05-26 00:00:00,3000 Block 29th St,Burglary
23695,2011-10-28 00:00:00,1000 Block University Ave,Vandalism
23696,2011-05-26 00:00:00,900 Block University Ave,Burglary
23697,2011-05-16 00:00:00,1700 Block Foothills Py,Trespassing
23698,2011-05-16 00:00:00,4600 Block Gordon Dr,Theft From Vehicle
23699,2011-09-20 00:00:00,1500 Block 9th St,Vandalism
23700,2011-05-16 00:00:00,5200 Block Centennial Trl,Burglary
23701,2011-05-16 00:00:00,1800 Block Broadway,Burglary
23702,2011-05-16 00:00:00,4400 Block Broadway,Vandalism
23703,2012-08-01 00:00:00,1100 Block Pleasant St,Vandalism
23704,2011-05-14 00:00:00,3900 Block Broadway,Burglary
23705,2011-05-17 00:00:00,700 Block 29th St,Vandalism
23706,2011-05-17 00:00:00,1300 Block Bluebell Ave,Burglary
23707,2011-05-17 00:00:00,1100 Block College Ave,Vandalism
23708,2011-05-19 00:00:00,6600 Block Gunpark Dr,Trespassing
23709,2011-12-18 00:00:00,1900 Block Canyon Blvd,Incident
23710,2011-05-19 00:00:00,14th St & Walnut St,Assault
23711,2011-05-19 00:00:00,3000 Block E Sterling Cr,Theft From Vehicle
23712,2011-05-19 00:00:00,900 Block 18th St,Vandalism
23713,2011-05-19 00:00:00,2000 Block 21st St,Vandalism
23714,2011-05-19 00:00:00,1000 Block Canyon Blvd,Trespassing
23715,2011-05-20 00:00:00,1100 Block Balsam Ave,Assault
23716,2011-05-20 00:00:00,4600 Block Broadway,Trespassing
23717,2011-05-20 00:00:00,900 Block Marine St,Theft From Vehicle
23718,2011-05-20 00:00:00,500 Block Iris Ave,Theft From Vehicle
23719,2011-05-20 00:00:00,1800 Block 13th St,Theft From Vehicle
23720,2011-05-20 00:00:00,1500 Block 16th St,Vandalism
23721,2011-05-20 00:00:00,2900 Block 28th St,Theft From Vehicle
23722,2011-05-20 00:00:00,1000 Block Cedar Ave,Vandalism
23723,2011-05-20 00:00:00,1000 Block 13th St,Vandalism
23724,2017-09-07 00:00:00,4700 Block Table Mesa Dr,Trespassing
23725,2012-11-27 00:00:00,800 Block 20th St,Vandalism
23726,2012-06-11 00:00:00,700 Block 19th St,Sex Assault
23727,2012-05-30 00:00:00,2900 Block Shadow Creek Dr,Trespassing
23728,2011-05-20 00:00:00,1900 Block 13th St,Trespassing
23729,2012-04-17 00:00:00,1800 Block 28th St,Vandalism
23730,2011-05-21 00:00:00,4000 Block Crystal Ct,Vandalism
23731,2011-05-21 00:00:00,900 Block 28th St,Assault
23732,2011-05-21 00:00:00,2100 Block Canyon Bv,Vandalism
23733,2011-05-26 00:00:00,1000 Block 13th St,Trespassing
23734,2011-05-26 00:00:00,1200 Block Pennsylvania Ave,Theft From Vehicle
23735,2011-05-26 00:00:00,900 Block Grant Pl,Theft From Vehicle
23736,2011-05-26 00:00:00,1100 Block Pine St,Sex Assault
23737,2011-09-14 00:00:00,13th St & Spruce St,Vandalism
23738,2011-05-22 00:00:00,900 Block Meadow Glen Dr,Vandalism
23739,2011-05-30 00:00:00,3300 Block 28th St,Vandalism
23740,2011-05-30 00:00:00,2100 Block Arapahoe Ave,Vandalism
23741,2012-03-01 00:00:00,900 Block 28th St,Trespassing
23742,2012-03-01 00:00:00,1600 Block Hawthorn Av,Vandalism
23743,2012-03-01 00:00:00,Foothills Pkwy & Table Mesa Dr,Auto Theft
23744,2012-03-01 00:00:00,800 Block Arapahoe Ave,Theft From Vehicle
23745,2012-03-01 00:00:00,1100 Block 10th St,Vandalism
23746,2012-03-04 00:00:00,3200 Block 28th St,Trespassing
23747,2012-03-04 00:00:00,3000 Block Edison Ct,Burglary
23748,2012-03-06 00:00:00,1600 Block Spruce St,Theft From Vehicle
23749,2012-04-02 00:00:00,2600 Block Valmont Rd,Theft From Vehicle
23750,2012-03-02 00:00:00,1100 Block 30th St,Theft From Vehicle
23751,2012-03-02 00:00:00,13th St & College Ave,Vandalism
23752,2012-03-02 00:00:00,3600 Block Table Mesa Dr,Trespassing
23753,2012-03-03 00:00:00,2000 Block Balsam Ave,Auto Theft
23754,2012-03-03 00:00:00,2000 Block Balsam Ave,Theft From Vehicle
23755,2012-03-03 00:00:00,Colorado Ave & Folsom St,Motorcycle Theft
23756,2012-03-03 00:00:00,1100 Block 30th St,Motorcycle Theft
23757,2012-10-24 00:00:00,1505 Block Pearl St,Incident
23758,2012-03-11 00:00:00,1000 Block 14th St,Assault
23759,2013-11-23 00:00:00,2000 Block Goss St,Burglary
23760,2012-03-12 00:00:00,200 Block Pearl St,Incident
23761,2012-03-12 00:00:00,2500 Block Broadway,Incident
23762,2012-03-12 00:00:00,4800 Block Broadway,Trespassing
23763,2012-03-12 00:00:00,1800 Block Arapahoe Ave,Vandalism
23764,2012-03-12 00:00:00,5300 Block Manhattan Cr,Vandalism
23765,2012-03-14 00:00:00,4500 Block 13th St,Vandalism
23766,2012-03-14 00:00:00,Broadway & Pearl St,Theft From Vehicle
23767,2012-03-14 00:00:00,2300 Block Walnut St,Motorcycle Theft
23768,2012-03-14 00:00:00,500 Block 27th Way,Burglary
23769,2012-03-14 00:00:00,300 Block S 40th St,Theft From Vehicle
23770,2012-03-14 00:00:00,13th St & College Ave,Vandalism
23771,2012-03-17 00:00:00,800 Block 19th St,Vandalism
23772,2012-03-17 00:00:00,2500 Block Vassar Dr,Burglary
23773,2012-03-16 00:00:00,900 Block 17th St,Vandalism
23774,2012-03-17 00:00:00,1700 Block Broadway,Trespassing
23775,2012-03-17 00:00:00,1000 Block 11th St,Trespassing
23776,2012-03-17 00:00:00,1100 Block 13th St,Assault
23777,2012-10-19 00:00:00,4500 Block Broadway,Robbery
23778,2012-03-17 00:00:00,900 Block University Ave,Burglary
23779,2012-03-18 00:00:00,5000 Block Butte St,Incident
23780,2012-03-18 00:00:00,800 Block 19th St,Vandalism
23781,2012-03-21 00:00:00,500 Block 13th St,Auto Theft
23782,2012-03-21 00:00:00,2500 Block Arapahoe Ave,Trespassing
23783,2012-03-18 00:00:00,800 Block 18th St,Burglary
23784,2012-03-19 00:00:00,1500 Block Mariposa Ave,Theft From Vehicle
23785,2012-03-19 00:00:00,1400 Block Canyon Bv,Trespassing
23786,2012-03-19 00:00:00,10th St & Pearl St,Theft From Vehicle
23787,2012-03-19 00:00:00,1600 Block Kalmia Ave,Auto Theft
23788,2012-03-19 00:00:00,1000 Block 12th St,Auto Theft
23789,2012-03-19 00:00:00,4600 Block Baseline Rd,Indecent Exposure
23790,2012-03-20 00:00:00,1400 Block Pearl St,Burglary
23791,2012-03-20 00:00:00,2500 Block 55th St,Vandalism
23792,2012-03-20 00:00:00,3100 Block 34th St,Burglary
23793,2012-03-20 00:00:00,800 Block Marine St,Sex Assault
23794,2012-03-21 00:00:00,1000 Block 12th St,Vandalism
23795,2012-03-22 00:00:00,Crime occurred at an unknown location,Sex Assault
23796,2012-03-22 00:00:00,3000 Block 29th St,Assault
23797,2012-03-22 00:00:00,2800 Block Diagonal Hwy,Burglary
23798,2012-03-22 00:00:00,2800 Block Pearl St,Auto Theft
23799,2012-03-22 00:00:00,15th St & Walnut St,Theft From Vehicle
23800,2012-03-22 00:00:00,1000 Block 13th St,Burglary
23801,2012-06-12 00:00:00,1000 Block Pearl St,Burglary
23802,2012-03-22 00:00:00,18th St & Cascade Ave,Theft From Vehicle
23803,2012-03-22 00:00:00,800 Block 19th St,Trespassing
23804,2012-03-21 00:00:00,4500 Block 19th St,Trespassing
23805,2012-03-21 00:00:00,4800 Block Meredith Way,Theft From Vehicle
23806,2013-04-22 00:00:00,1400 Block Spruce St,Trespassing
23807,2013-04-22 00:00:00,1000 Block University Ave,Trespassing
23808,2013-04-22 00:00:00,11th St & Marine St,Vandalism
23809,2013-04-23 00:00:00,28th St & Valmont Rd,Vandalism
23810,2013-04-24 00:00:00,3100 Block Table Mesa Dr,Burglary
23811,2013-04-24 00:00:00,1000 Block Canyon Blvd,Trespassing
23812,2013-04-24 00:00:00,800 Block Mohawk Dr,Trespassing
23813,2013-04-24 00:00:00,1100 Block Lincoln Pl,Burglary
23814,2013-04-24 00:00:00,700 Block S 44th St,Sex Assault
23815,2013-04-19 00:00:00,Airport Rd & Valmont Rd,Vandalism
23816,2013-04-18 00:00:00,Foothills Pkwy & Walnut St,Vandalism
23817,2013-04-16 00:00:00,3300 Block 4th St,Trespassing
23818,2013-04-15 00:00:00,5300 Block Pearl Pkwy,Vandalism
23819,2013-04-16 00:00:00,3000 Block 47th St,Burglary
23820,2013-04-16 00:00:00,3000 Block Arnett St,Vandalism
23821,2013-04-16 00:00:00,4700 Block Walnut St,Burglary
23822,2013-04-18 00:00:00,1500 Block Tamarack Ave,Incident
23823,2013-04-18 00:00:00,1100 Block Pleasant St,Burglary
23824,2013-04-18 00:00:00,3100 Block 23rd St,Theft From Vehicle
23825,2013-04-18 00:00:00,1800 Block 13th St,Vandalism
23826,2013-04-23 00:00:00,1000 Block University Ave,Burglary
23827,2013-04-23 00:00:00,600 Block Walden Cir,Theft From Vehicle
23828,2013-04-25 00:00:00,1000 Block Laramie Blvd,Trespassing
23829,2013-04-25 00:00:00,900 Block Marine St,Vandalism
23830,2013-04-19 00:00:00,2400 Block Briarwood Dr,Vandalism
23831,2013-04-26 00:00:00,900 Block University Ave,Vandalism
23832,2013-04-30 00:00:00,2700 Block 6th St,Theft From Vehicle
23833,2013-04-29 00:00:00,800 Block University Ave,Burglary
23834,2013-04-14 00:00:00,4800 Block Broadway,Auto Theft
23835,2013-04-12 00:00:00,1100 Block Boulder Creek Bike Path,Trespassing
23836,2013-04-19 00:00:00,1500 Block Spruce St,Vandalism
23837,2013-04-21 00:00:00,2000 Block Mapleton Ave,Vandalism
23838,2013-04-19 00:00:00,900 Block 10th St,Trespassing
23839,2013-04-19 00:00:00,3200 Block Ouray St,Theft From Vehicle
23840,2017-11-27 00:00:00,3200 Block Iris Ave,Burglary
23841,2013-04-19 00:00:00,300 Block Norton St,Burglary
23842,2013-04-20 00:00:00,900 Block Walnut St,Theft From Vehicle
23843,2013-04-19 00:00:00,1500 Block Bluebell Ave,Theft From Vehicle
23844,2013-04-21 00:00:00,2700 Block Iris Ave,Trespassing
23845,2013-04-21 00:00:00,3000 Block Washington St,Vandalism
23846,2013-04-19 00:00:00,800 Block 13th St,Burglary
23847,2013-04-20 00:00:00,2200 Block Canyon Blvd,Burglary
23848,2013-04-19 00:00:00,1200 Block Pennsylvania Ave,Incident
23849,2013-04-21 00:00:00,1500 Block Bradley Dr,Vandalism
23850,2013-04-19 00:00:00,1000 Block 35th St,Burglary
23851,2013-04-20 00:00:00,27th Way & Moorhead Ave,Trespassing
23852,2013-04-20 00:00:00,800 Block Pine St,Burglary
23853,2013-04-22 00:00:00,3100 Block Broadway,Vandalism
23854,2013-04-22 00:00:00,1000 Block Arapahoe Ave,Trespassing
23855,2013-04-22 00:00:00,1400 Block Pearl St,Trespassing
23856,2013-04-22 00:00:00,1400 Block Canyon Blvd,Trespassing
23857,2013-04-16 00:00:00,1400 Block Pearl St,Trespassing
23858,2013-04-17 00:00:00,2500 Block Pearl St,Trespassing
23859,2013-04-24 00:00:00,4500 Block 19th St,Vandalism
23860,2013-04-24 00:00:00,20th St & Walnut St,Vandalism
23861,2013-04-25 00:00:00,5600 Block Euclid Pl,Incident
23862,2013-04-26 00:00:00,500 Block Pleasant St,Theft From Vehicle
23863,2013-04-25 00:00:00,1000 Block Canyon Blvd,Assault
23864,2013-04-25 00:00:00,1300 Block High St,Vandalism
23865,2013-04-25 00:00:00,1000 Block 13th St,Assault
23866,2013-04-25 00:00:00,1000 Block Pearl St,Incident
23867,2013-04-21 00:00:00,1100 Block Pine St,Trespassing
23868,2013-04-26 00:00:00,1600 Block Arapahoe Ave,Burglary
23869,2013-04-19 00:00:00,2500 Block Sumac Ave,Vandalism
23870,2013-04-29 00:00:00,1000 Block Pleasant St,Burglary
23871,2012-12-14 00:00:00,4300 Block Ludlow St,Theft From Vehicle
23872,2010-11-05 00:00:00,4700 Block Broadway,Incident
23873,2010-11-05 00:00:00,2000 Block Goss St,Incident
23874,2010-11-06 00:00:00,5600 Block Arapahoe Ave,Indecent Exposure
23875,2010-11-06 00:00:00,1100 Block 13th St,Robbery
23876,2010-11-06 00:00:00,1000 Block Marine St,Burglary
23877,2010-11-06 00:00:00,800 Block 12th St,Vandalism
